average_block_time_14ma,day,difficulty_14ma,hash_rate_14ma
9.135483382560277,2022-03-28 00:00:00.000 UTC,27471522100059.914,215.97663169033825
9.083891732512294,2022-03-29 00:00:00.000 UTC,27464548929497.242,217.07597554968464
9.170971438946838,2022-03-30 00:00:00.000 UTC,27457575758934.562,215.1315614381074
9.272498842361033,2022-03-31 00:00:00.000 UTC,27514362483734.145,213.2065500216252
9.290774892551978,2022-04-01 00:00:00.000 UTC,27595394489857.625,213.41434505566718
9.387276001956312,2022-04-02 00:00:00.000 UTC,27676426495981.105,211.87044657016995
9.467430431288543,2022-04-03 00:00:00.000 UTC,27757458502104.59,210.65063817353035
9.43671856848435,2022-04-04 00:00:00.000 UTC,27838490508228.07,212.11332513099524
9.467924969119125,2022-04-05 00:00:00.000 UTC,27919522514351.555,212.01379178474096
9.428943031516496,2022-04-06 00:00:00.000 UTC,28000554520475.035,213.54294789979394
9.476522263878337,2022-04-07 00:00:00.000 UTC,28081586526598.52,213.12878780920238
9.567379789437355,2022-04-08 00:00:00.000 UTC,28162618532722.0,211.7373428863745
9.59535619739184,2022-04-09 00:00:00.000 UTC,28243650538845.48,211.66139985290445
9.543042752930088,2022-04-10 00:00:00.000 UTC,28324682544968.965,213.25663548161293
9.650177412330276,2022-04-11 00:00:00.000 UTC,28405714551092.445,211.3703341875946
9.648279081253916,2022-04-12 00:00:00.000 UTC,28486746557215.93,212.06021943517726
9.620350131896396,2022-04-13 00:00:00.000 UTC,28567778563339.41,213.2089990877433
9.617244541834284,2022-04-14 00:00:00.000 UTC,28570328408080.867,213.29055428900446
9.531121781391565,2022-04-15 00:00:00.000 UTC,28544526434439.152,215.17058251278883
9.5392083327617,2022-04-16 00:00:00.000 UTC,28518724460797.438,214.83275792784804
9.420618529279809,2022-04-17 00:00:00.000 UTC,28492922487155.723,217.5703542767705
9.531155356895798,2022-04-18 00:00:00.000 UTC,28467120513514.008,214.77147384640838
9.659039513895639,2022-04-19 00:00:00.000 UTC,28441318539872.293,212.17975361536855
9.61874189484802,2022-04-20 00:00:00.000 UTC,28415516566230.582,213.04102467630247
9.475642797735546,2022-04-21 00:00:00.000 UTC,28389714592588.867,216.43199661133573
9.480298092689349,2022-04-22 00:00:00.000 UTC,28363912618947.152,216.16113976595284
9.42472248821443,2022-04-23 00:00:00.000 UTC,28338110645305.438,217.5131056706942
9.309052360514228,2022-04-24 00:00:00.000 UTC,28312308671663.723,220.2580417511709
9.189763363488003,2022-04-25 00:00:00.000 UTC,28286506698022.008,222.95329662253158
9.246949571304464,2022-04-26 00:00:00.000 UTC,28260704724380.293,221.44010505417782
9.11765785461779,2022-04-27 00:00:00.000 UTC,28273785224204.105,224.9700225252816
9.14998422390068,2022-04-28 00:00:00.000 UTC,28376844870255.19,225.0457314481524
9.18413130045282,2022-04-29 00:00:00.000 UTC,28488879115833.832,225.04424706731086
9.106256389294327,2022-04-30 00:00:00.000 UTC,28600913361412.47,227.58090886283566
9.092774262638548,2022-05-01 00:00:00.000 UTC,28712947606991.105,228.98298590310222
8.98307943321424,2022-05-02 00:00:00.000 UTC,28824981852569.746,232.47874597547525
8.823471138283365,2022-05-03 00:00:00.000 UTC,28937016098148.383,236.5009693163922
8.890239729281408,2022-05-04 00:00:00.000 UTC,29049050343727.023,235.65797681331586
8.936903991036312,2022-05-05 00:00:00.000 UTC,29161084589305.66,235.23311856907023
8.893711502773401,2022-05-06 00:00:00.000 UTC,29273118834884.3,236.94291967548156
8.999149010051399,2022-05-07 00:00:00.000 UTC,29385153080462.938,235.03621632462404
9.042205576197947,2022-05-08 00:00:00.000 UTC,29497187326041.574,234.7333121605132
9.070068692770743,2022-05-09 00:00:00.000 UTC,29609221571620.215,234.87962335547363
9.004012270201715,2022-05-10 00:00:00.000 UTC,29723296004560.758,237.33109828230673
9.11025683699395,2022-05-11 00:00:00.000 UTC,29900497332130.945,235.7572543162833
9.094792671529783,2022-05-12 00:00:00.000 UTC,30004546887588.023,236.79886189279532
9.085801443459607,2022-05-13 00:00:00.000 UTC,30108596443045.098,237.86847420742632
9.126703165850692,2022-05-14 00:00:00.000 UTC,30212645998502.176,237.65951802647302
9.358104531737187,2022-05-15 00:00:00.000 UTC,30316695553959.25,232.91271808608343
9.329674653688405,2022-05-16 00:00:00.000 UTC,30420745109416.324,234.69032757138234
9.35457261287208,2022-05-17 00:00:00.000 UTC,30524794664873.402,234.86002136713222
9.410951676458257,2022-05-18 00:00:00.000 UTC,30628844220330.477,234.33507293513762
9.598611098585677,2022-05-19 00:00:00.000 UTC,30732893775787.555,230.9317533756043
9.681349717800968,2022-05-20 00:00:00.000 UTC,30836943331244.63,229.93220545528692
9.724547260998511,2022-05-21 00:00:00.000 UTC,30940992886701.707,229.71931178387808
9.910677048714762,2022-05-22 00:00:00.000 UTC,31045042442158.78,226.38368292171236
9.893395942723979,2022-05-23 00:00:00.000 UTC,31149091997615.855,227.7559443735956
